Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,3362.500000,3387.500000,3300.000000,3337.500000,2702.600098,93035200
2018-05-22,3375.000000,3387.500000,3262.500000,3262.500000,2641.867188,95244600
2018-05-23,3300.000000,3437.500000,3300.000000,3387.500000,2743.088623,98477800
2018-05-24,3500.000000,3537.500000,3425.000000,3500.000000,2834.187500,105512200
2018-05-25,3525.000000,3537.500000,3475.000000,3500.000000,2834.187500,87283000
2018-05-28,3575.000000,3712.500000,3550.000000,3687.500000,2986.018799,129253400
2018-05-29,3687.500000,3687.500000,3687.500000,3687.500000,2986.018799,0
2018-05-30,3612.500000,3812.500000,3575.000000,3625.000000,2935.408691,170628800
2018-05-31,3700.000000,3700.000000,3512.500000,3525.000000,2854.431641,211020800
2018-06-01,3525.000000,3525.000000,3525.000000,3525.000000,2854.431641,0
2018-06-04,3550.000000,3712.500000,3550.000000,3687.500000,2986.018799,80221000
2018-06-05,3725.000000,3725.000000,3637.500000,3675.000000,2975.896729,73520200
2018-06-06,3650.000000,3687.500000,3650.000000,3662.500000,2965.774414,72158600
2018-06-07,3687.500000,3700.000000,3662.500000,3687.500000,2986.018799,49787600
2018-06-08,3700.000000,3700.000000,3475.000000,3475.000000,2813.943115,134418800
2018-06-11,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-12,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-13,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-14,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-15,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-18,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-19,3475.000000,3475.000000,3475.000000,3475.000000,2813.943115,0
2018-06-20,3425.000000,3425.000000,3250.000000,3350.000000,2712.722412,170142400
2018-06-21,3350.000000,3387.500000,3287.500000,3350.000000,2712.722412,109648600
2018-06-22,3350.000000,3362.500000,3300.000000,3350.000000,2712.722412,90954000
2018-06-25,3375.000000,3387.500000,3287.500000,3350.000000,2712.722412,59331600
2018-06-26,3287.500000,3375.000000,3287.500000,3312.500000,2682.356201,55935600
2018-06-27,3325.000000,3350.000000,3300.000000,3300.000000,2672.233643,51148600
2018-06-28,3362.500000,3362.500000,3212.500000,3250.000000,2631.745605,109565000
2018-06-29,3375.000000,3425.000000,3300.000000,3425.000000,2773.455078,82868000
2018-07-02,3487.500000,3487.500000,3262.500000,3262.500000,2641.867188,55579800
2018-07-03,3237.500000,3287.500000,3162.500000,3162.500000,2560.890625,74286400
2018-07-04,3200.000000,3312.500000,3137.500000,3300.000000,2672.233643,54066400
2018-07-05,3250.000000,3300.000000,3175.000000,3262.500000,2641.867188,49814600
2018-07-06,3200.000000,3237.500000,3150.000000,3150.000000,2550.768799,51696400
2018-07-09,3175.000000,3262.500000,3150.000000,3212.500000,2601.379395,111683800
2018-07-10,3250.000000,3287.500000,3187.500000,3225.000000,2611.501221,87662000
