id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,pendidikan,jumlah_pengangguran,satuan,tahun
1272,32,JAWA BARAT,3275,KOTA BEKASI,SD KE BAWAH,15334.0,ORANG,2021
1273,32,JAWA BARAT,3275,KOTA BEKASI,SMP,12077.0,ORANG,2021
1274,32,JAWA BARAT,3275,KOTA BEKASI,SMA (UMUM),40548.0,ORANG,2021
1275,32,JAWA BARAT,3275,KOTA BEKASI,SMA (KEJURUAN),56194.0,ORANG,2021
1276,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,43821.0,ORANG,2021
1277,32,JAWA BARAT,3276,KOTA DEPOK,SD KE BAWAH,13084.0,ORANG,2021
1278,32,JAWA BARAT,3276,KOTA DEPOK,SMP,9211.0,ORANG,2021
1279,32,JAWA BARAT,3276,KOTA DEPOK,SMA (UMUM),31470.0,ORANG,2021
1280,32,JAWA BARAT,3276,KOTA DEPOK,SMA (KEJURUAN),47534.0,ORANG,2021
1281,32,JAWA BARAT,3276,KOTA DEPOK,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,16517.0,ORANG,2021
1282,32,JAWA BARAT,3277,KOTA CIMAHI,SD KE BAWAH,2654.0,ORANG,2021
1283,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,6409.0,ORANG,2021
1284,32,JAWA BARAT,3277,KOTA CIMAHI,SMA (UMUM),8486.0,ORANG,2021
1285,32,JAWA BARAT,3277,KOTA CIMAHI,SMA (KEJURUAN),15220.0,ORANG,2021
1286,32,JAWA BARAT,3277,KOTA CIMAHI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5424.0,ORANG,2021
1287,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD KE BAWAH,7195.0,ORANG,2021
1288,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,3832.0,ORANG,2021
1289,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA (UMUM),6207.0,ORANG,2021
1290,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA (KEJURUAN),6385.0,ORANG,2021
1291,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2617.0,ORANG,2021
1292,32,JAWA BARAT,3279,KOTA BANJAR,SD KE BAWAH,1280.0,ORANG,2021
1293,32,JAWA BARAT,3279,KOTA BANJAR,SMP,739.0,ORANG,2021
1294,32,JAWA BARAT,3279,KOTA BANJAR,SMA (UMUM),924.0,ORANG,2021
1295,32,JAWA BARAT,3279,KOTA BANJAR,SMA (KEJURUAN),2517.0,ORANG,2021
1296,32,JAWA BARAT,3279,KOTA BANJAR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,287.0,ORANG,2021
